Protein Groups	Gene Name	Organism	Intensity_20190107_QE5_nLC5_DS_QC_MNT_HeLa_FlashPack_02	
P49841			6353288.24412401	
P49903			14802480.9680365	
P49915			45066316	
P49916			3833075.58333333	
P49959			30404170.8541667	
P50213			13317251.3645833	
P50238			49903305.5	
P50336			1548943.54166667	
P50395			191726254.333333	
P50402			29047918.6458333	
P50416			13214653.6271593	
P50454			304367650.333333	
P50502,Q8IZP2			55719224.2097088	
P50502,Q8IZP2,Q8NFI4			47951110.40625	
P50502,Q8NFI4			53293395.9375	
P50552			30290338.625	
P50570			12782274.3414032	
P50570,Q05193,Q9UQ16			6387465.47916667	
P50570,Q9UQ16			12286961.0625	
P50579			3893340.43478135	
P50583			3405449.625	
P50750			3664011.03125	
P50851			4753296.28534062	
P50895			5305165.21425242	
P50897			29152392.1099671	
P50914			342809166.833333	
P50990			181440335.5	
P50991			208237942.701181	
P50995			43096587.0833333	
P51114			18930872.3125	
P51116			6302368.15379894	
P51148			56975539.9275955	
P51149			96125474.5	
P51151			1704174.49287417	
P51153			7103842.77367623	
P51159			5204602.625	
P51397			3980039.03125	
P51398			17777431.4773906	
P51452			8532738.41907118	
P51531			10535065.672721	
P51531,P51532			31181482.71875	
P51532			10392500.1940418	
P51553			3311111.36275703	
P51570			13523746.2807397	
P51571			67122925.8333333	
P51572			35155342.484375	
P51580			3313634.875	
P51610			20934631.4061011	
P51648			50462437.9217327	
P51659			50532140.2915132	
P51665			25163065.6666667	
P51668,P61077,P62837,Q9Y2X8			7530133.26779966	
P51692			2387540.15625	
P51808			9370131.61491535	
P51809			5005516.125	
P51812			2546457.43787249	
P51812,Q15349,Q9UK32			2937926.37503679	
P51858			201400259.166667	
P51946			3225971.05328368	
P51948			2948032.5	
P51965			1235026.48433555	
P51965,Q969T4,Q96LR5			13645449.0706103	
P51970			31589165.0833333	
P51991			179873423.166667	
P52209			140830223.583333	
P52272			225891490.5	
P52292			108303201.333333	
P52294			28283108.0204516	
P52298			2954489.5625	
P52306			11549841.6359978	
P52434			16400788.3381174	
P52435,Q9GZM3,Q9H1A7			5265981.25675468	
P52565			111896027.25	
P52594			6161089.95977297	
P52597			96170440.170902	
P52701			23228653.5938028	
P52732			8450332.92708988	
P52758			1993752.47661533	
P52788			29141858.875	
P52789			19506122.0373396	
P52815			78701010.6666667	
P52888			27953669.3053124	
P52895			78135945.3166153	
P52895,Q04828			17765403.9870528	
P52907			109857157.333333	
P52943			38076596.8125	
P52948			23372757.046875	
P53004			24605254.6759562	
P53007			16106034.8882171	
P53041			33289758.1187538	
P53350			5386331.87469353	
P53365			2919165.89254918	
P53367			3749723.09375	
P53384			2228287.9051873	
P53396			297776286.102662	
P53582			6525379.17373496	
P53597			31577844.875	
P53611			11936095.2550655	
P53618			56378526.125	
P53621			55180929.3146696	
P53634			17273133.2081753	
P53675,Q00610			186074502.166667	
P53680			2988753.71073	
P53701			9695865.64797391	
P53985			19096388.4271338	
P53990			12788534.887331	
P53992			24661144.6666667	
P53999			344201700.333333	
P54105			20663307.3625804	
P54136			95719802.75	
P54289			10050068.1163934	
P54577			71948493.2916667	
P54578			40706380.6607449	
P54619			7476213.07291667	
P54619,Q9UGJ0			4403010	
P54687			27029516.0833333	
P54709			14582398.8583065	
P54725			17088700.8760548	
P54727			27825765.2483081	
P54819			70721027.5416667	
P54886			34624379.75	
P54920			65441747.8155606	
P54920,Q9H115			24462797.75	
P55010			56732581.125	
P55036			16002420.7175562	
P55039			3530856.96875	
P55060			118160956	
P55072			226158505.166667	
P55081			5942627.95422941	
P55084			26650184.375	
P55145			44709293.2916667	
P55209			215308135	
P55209,Q99733			73566073.4190677	
P55263			33232702.7083333	
P55265			28982571.9791667	
P55327			45070286.2270274	
P55735			51389548.25	
P55769			102472150.083333	
P55786			86074966.5833333	
P55795			147495609.738727	
P55809			167555944.583333	
P55854			8120610.83573672	
P55854,P61956,Q6EEV6			124985420	
P55884			86478194.9583333	
P55957			5271909.46875	
P56134			87746347.625	
P56182			9372999.56406038	
P56192			35079766.8750314	
P56211			4633692.11061291	
P56270			3412654.85416667	
P56282			2117895.42045355	
P56385			43919922.3391031	
P56537			51573387.9166667	
P56545			14428597.1932088	
P56545,Q13363			2432977.83333333	
P56556			2341978.80706715	
P57076			6451470.07423542	
P57081			1582958.43402217	
P57088			2771376.734375	
P57105			3084911.84375	
P57678			10372894.5377337	
P57721			25280852.25	
P57721,Q15365,Q15366			135848546.708333	
P57721,Q15366			123570553	
P57735,P62491,Q15907			4414509.28087166	
P57740			16288004.5895786	
P57772			1231332.27083333	
P58107			70533195.8958333	
P58107,Q15149			100930932.333333	
P58511			5096188.125	
P58546			56663572.1364952	
P59998			94969268.8359376	
P60033			8838337.25	
P60059			16673308	
P60174			982105475.333333	
P60228			49722592.3636896	
P60468			23020960.8125	
P60510			10669917.5268802	
P60520			7838335.01041667	
P60602			17237248.9674887	
P60604			1438325.47662818	
P60660			382648462	
P60709			869388790.679688	
P60709,P62736,P63261,P63267,P68032,P68133			3259753176	
P60709,P62736,P63261,P63267,P68032,P68133,Q562R1			2662653056	
P60709,P62736,P63261,P63267,P68032,Q562R1			3782509.27083333	
P60709,P63261			2707978408	
P60709,P63261,Q562R1			11044557.25	
P60709,P63261,Q6S8J3			403858042.229167	
P60709,Q562R1			7492319.21875	
P60763,P63000			14791922	
P60842			311011071	
P60842,Q14240			544215238	
P60866			228004804.666667	
P60891			16010103.0474882	
P60900			113509022.666667	
P60903			131366089.916667	
P60953			68119984.6173403	
P60981			201508146.833333	
P60983			1382312.43038166	
P61006			15871643.2083333	
P61006,P62820,Q92930,Q9H0U4			3801836	
P61009			13753851.094028	
P61011			28668187.2031257	
P61019			13790540.03125	
P61019,Q8WUD1			26064335.4741444	
P61020			3362111.40799819	
P61024			9366986.05284027	
P61026			41236711.875	
P61077,P62837			39659432.0849361	
P61081			44058311.3280772	
P61086			9288614.97447784	
P61088			4724305.4375	
P61088,Q5JXB2			106656646.75	
P61106			48467558.375	
P61158			61160174	
P61158,Q9C0K3,Q9P1U1			9380942.11823671	
P61160			118209977.125	
P61163			27062579.7729827	
P61201			35920725.0977258	
P61204,P84077			131521103.208333	
P61204,P84077,P84085			7812788.375	
P61221			51620728.9166667	
P61247			299073452.5	
P61254			111443187.833333	
P61254,Q9UNX3			122761891	
P61289			59210393.1900115	
P61313			223745428.583333	
P61326,Q96A72			67533674.75	
P61353			122732528.5	
P61421			18818571.125	
P61513			204319759.375	
P61586			65379415.73393	
P61604			666763290.666667	
P61758			51447390.9803429	
P61764			12686714.5	
P61769			109585634.583333	
P61916			18595252.3713113	
P61923			31129053.5416667	
P61956			46490216.6666667	
P61960			38765941.0545836	
P61962			10089166.09375	
P61964			14908177.6296651	
P61970			61116418.1677912	
P61978			662449056.333333	
P61981			278914099	
P62070			2576363.53125	
P62072			5329808.22337703	
P62081			411028563.333333	
P62136			28075281.224095	
P62140			35524383.7083333	
P62191			45415285.6143212	
P62195			46706296.453064	
P62241			327887114.333333	
P62244			187488255.416667	
P62249			447178624	
P62253			3595788.125	
P62256			14810897.1458333	
P62258			800035894	
P62263			290345812.166667	
P62266			212463284.5	
P62269			340046645	
P62273			17734735.5	
P62277			331371534	
P62280			210030968.333333	
P62304			183151084.541667	
P62306			106503127.458333	
P62310			9579170.78404497	
P62314			64802864.2567678	
P62316			93802785.8333333	
P62318			137385172.554588	
P62328			786279547.333333	
P62330			9162019.42348579	
P62333			47737654	
P62424			304772982.5	
P62487			9262560.42815246	
P62491,Q15907			88675244	
P62495			74268028.25	
P62633			82780662.0833333	
P62701			369209782.166667	
P62701,Q8TD47			101811285.333333	
P62714,P67775			76957352.7083333	
P62736,P63267			12553679.1666667	
P62736,P63267,P68032			3900306.27256037	
P62736,P63267,P68032,P68133			1103160298.5	
P62745			8199683.46384072	
P62750			285705598.992033	
P62753			238706429.416667	
P62805			4559045301.33333	
P62820			38143375.2589943	
P62820,Q92928,Q9H0U4			83621892.5	
P62820,Q9H0U4			39863029.4166667	
P62826			781641274	
P62829			167729866.999333	
P62834			13110241.446558	
P62841			204568713.541667	
P62847			290775666.5	
P62851			396666266	
P62854			57310049.6666667	
P62854,Q5JNZ5			114647692.166667	
P62857			138794004.666667	
P62861			117587083.5	
P62873			39127513.4014458	
P62873,P62879			24275413.3333333	
P62873,P62879,Q9HAV0			49111366.4583333	
P62875			1778299.20388607	
P62877			23104381.9431123	
P62879			31307342.0959325	
P62879,Q9HAV0			19762876.4557739	
P62888			235404663.333333	
P62899			272038309	
P62906			208649607	
P62910			203655780	
P62913			283016036.333333	
P62917			200222151	
P62937			2023156756	
P62942			48863595.5485716	
P62979			90161330.3012087	
P62987			57442990	
P62993			22213664.2174871	
P62995			28876353.2123827	
P62995,Q13595			2437607.27735817	
P63000			1751137.17405605	
P63010			45800215.0520833	
P63010,Q10567			79532226.2176644	
P63027,Q15836			10232399.4583333	
P63092,Q5JWF2			13093312.1961672	
P63096			17309197.0104167	
P63104			597124014.5	
P63151			15352461	
P63151,Q00005,Q66LE6			16801074.1191608	
P63151,Q00005,Q66LE6,Q9Y2T4			2769021.1875	
P63151,Q66LE6			8611926.16666667	
P63151,Q9Y2T4			6777642	
P63165			27309437.2768621	
P63167			49330236.8207562	
P63167,Q96FJ2			172811165	
P63172			9210249.21352998	
P63173			123730896.041667	
P63208			83194519	
P63218			54475840.9694997	
P63220			231408731.833333	
P63241			5698401.55765304	
P63241,Q6IS14			199183214.125	
P63241,Q6IS14,Q9GZV4			408420603.396164	
P63244			268133709.5	
P63261			584302014.4375	
P63279			80722868	
P63313			591677920	
P67775			11446166.875	
P67809			126892658.458333	
P67812			3204894.40802062	
P67870			33597797.6041667	
P67936			199432414.083333	
P68036			5774212.55836891	
P68104,Q05639			8296887	
P68104,Q05639,Q5VTE0			1652237204	
P68104,Q5VTE0			1210947066.66667	
P68363,P68366			244398516	
P68363,P68366,Q71U36,Q9BQE3			17617383.0833333	
P68363,P68366,Q71U36,Q9BQE3,Q9NY65			1647097.08333333	
P68363,P68366,Q9BQE3,Q9H853,Q9NY65			125202161	
P68363,Q71U36,Q9BQE3			727381080.776937	
P68366			149604219.5	
P68371			209626844	
P68371,Q13885,Q9BVA1			294370332.5	
P68400			7423780.625	
P68400,Q8NEV1			17311584.65625	
P68402			26826096.7936669	
P68431			5667085.83370747	
P68431,P84243,Q16695,Q6NXT2,Q71DI3			585823007.28072	
P68431,P84243,Q16695,Q71DI3			124297970.708333	
P68431,P84243,Q71DI3			583746547.166667	
P68431,Q16695,Q71DI3			115261482	
P68871			2967053.64108767	
P69849,Q15155,Q5JPE7			20706424.3540863	
P69905			41211689.0335213	
P78310			1639021.13580032	
P78316			7474998.92739194	
P78318			4415277.9375	
P78330			16745116.6832582	
P78344			30831429.3056612	
P78346			11193865.0735704	
P78347			39348519.8760311	
P78362			2048108.53627809	
P78371			182413989.333333	
P78406			23400961.3522341	
P78417			57738934	
P78527			107055025.75	
P78537			1784863.06262309	
P80297			3087647.875	
P80303			12280479.9466512	
P80723			719653482.666667	
P82094			1849284.6532278	
P82650			10051785.8871504	
P82663			4818757.80971548	
P82664			6685991.29009963	
P82673			7095196.21630265	
P82909			6317496.26041667	
P82912			2354227.44036064	
P82914			6741293.55208333	
P82930			11619258.0295864	
P82932			12929340.760686	
P82933			12713244.6265808	
P82970			34190661.8020833	
P82979			64279275.0416667	
P83436			1189127.81198954	
P83731			291080621	
P83881			6865623.875	
P83881,Q969Q0			36378225.875	
P83916			15095445.7151068	
P83916,Q13185			26747662.5	
P84085			31491823.989123	
P84090			118157655.25	
P84095			11925510.7439299	
P84098			171892926	
P84101			11617033	
P84103			208715376	
P84103,Q16629			17478811.2192792	
P84243,Q71DI3			2893437.56001529	
P85037			5944695.04235576	
P86790,P86791			1057855.45434534	
P98082			43775795.8017045	
P98175			11771021.5548774	
P98179			38038440.5833333	
P99999			2646133.20793412	
Q00059			16768625.3738017	
Q00169			9517398.66666667	
Q00325			92636968.0833333	
Q00341			116097427.958333	
Q00403			4612130.28973038	
Q00534			17497865.0329351	
Q00577			1972113.39583333	
Q00587			3017138.014619	
Q00610			197556663	
Q00688			28045193.4375	
Q00765			17839529.25	
Q00796			21791577.2425443	
Q00839			329523749.666667	
Q01082			53135653.25	
Q01085			28566532.8125	
Q01105			65929321	
Q01130			46867988.3958333	
Q01433			9983084.51358957	
Q01469			125842209.583333	
Q01518			176709190.75	
Q01581			35323242.375	
Q01650			3793615.77384697	
Q01658			15547493.9376392	
Q01780			14790679.8125	
Q01813			75482835.3333333	
Q01844			25094248.2103588	
Q01970			8703944.37934474	
Q01974			1749637.55013768	
Q01995			146554064	
Q02078,Q06413,Q14814			2114407.43459979	
Q02127			1037811.45874272	
Q02218			19735799.3815874	
Q02218,Q9ULD0			9405007.28013504	
Q02241			5837663.51646842	
Q02252			2248082.08878406	
Q02539			43676785.3341605	
Q02543			144467146.845557	
Q02750			14719932.6875	
Q02790			128248284.416667	
Q02809			36842030.5833333	
Q02818			22418561.6966218	
Q02878			303232851	
Q02880			15072372.6308209	
Q02952			20833051.6015415	
Q02978			42718154.75	
Q03001			606287.904320325	
Q03013			2572317.33282806	
Q03135			7280021.58018623	
Q03154			3422962.4530374	
Q03252			14831418.5288006	
Q03426			2537077.11737005	
Q03701			11866925.3295748	
Q04206			1710644.38540347	
Q04323			10507244.50073	
Q04446			25436200.5115386	
Q04637			52664792.2921757	
Q04695			642304674	
Q04721			6784259.55665329	
Q04726			3009192.84250477	
Q04760			89026457.625	
Q04837			73943279	
Q04917			91513765.7351845	
Q04941			16906793.5	
Q05048			13473171.0416667	
Q05193			32456611.5625331	
Q05193,Q9UQ16			2876317.75	
Q05209			1781618.6390356	
Q05519			25001665.7708333	
Q05639			16186316.9619569	
Q05682			99256505.1666667	
Q05707			1692650.41613536	
Q05932			3071194.84038982	
Q06124			10261571.1358454	
Q06136			1336773.83285982	
Q06203			8532999.84746398	
Q06210			18601584.5483477	
Q06265			12121962.6428525	
Q06323			68443053.75	
Q06330			6122567.80805625	
Q06546			2999800.32390124	
Q06587,Q99496			3519424.09375	
Q06787			5743764.09284942	
Q06830			1274842145.33333	
Q06830,Q13162			1493609.91666667	
Q07020			281096275.833333	
Q07021			178206479.583333	
Q07065			52549197.4583333	
Q07157			4296447.66406458	
Q07666			168946694.833333	
Q07666,Q5VWX1			93930196	
Q07812			20965388.0818222	
Q07864			0	
Q07866			14606701.1310555	
Q07866,Q9H0B6,Q9NSK0			7107716.54166667	
Q07954			7118197.55486537	
Q07955			93335366.25	
Q07960			31014024.2828546	
Q08170			11442330.9361412	
Q08170,Q13247			20067742.3884148	
Q08209			5433258.45833333	
Q08211			138068912	
Q08257			21526271.3328904	
Q08378			1906238.07291667	
Q08379			13454267.4642189	
Q08380			6781319.82291667	
Q08499			14258644.2786862	
Q08722			4295084.11690644	
Q08752			16324216.5248243	
Q08945			64055931.7398182	
Q08J23			100495495.166667	
Q09028			67839093.2933968	
Q09028,Q16576			125001848.833333	
Q09161			22842653.5904371	
Q09472,Q92793			5239101.12493365	
Q09666			275773829.059465	
Q0VDF9			13607005.8230731	
Q0ZGT2			2335093.16666667	
Q10471			79730218.5458234	
Q10471,Q8N4A0			6961403.54166667	
Q10472			17818672.870769	
Q10567			15959968.6246572	
Q10570			4049550.58993226	
Q10589			23178841.5	
Q10713			16296042.3238567	
Q12765			22959342.5377293	
Q12768			6435796.08905038	
Q12769			20094227.0725744	
Q12788			18942574.2481438	
Q12789			6489867.14463686	
Q12792			33782490.625	
Q12792,Q6IBS0			5122729.01979395	
Q12797			32072965.1875	
Q12800			2957145.09375	
Q12800,Q9NZI7			3264090.13877043	
Q12802			3471433.90295667	
Q12824			2018484.72111389	
Q12830			825049.267108186	
Q12841			11903204.151098	
Q12849			16920068.6922331	
Q12873			6552631.60015995	
Q12873,Q14839			3576273.65625	
Q12873,Q14839,Q8TDI0			20718984.3154914	
Q12873,Q8TDI0			6245676.60397627	
Q12874			46958270.1674348	
Q12882			1775919.29163956	
Q12888			10098933.2004966	
Q12899			1109580.43795359	
Q12904			45717600.8333333	
Q12905			126639318.583333	
Q12906			104718849	
Q12906,Q96SI9			44652391.1536169	
Q12907			27196037.2507127	
Q12913			2861593.15625	
Q12931			86074130.625	
Q12959			2485809.45010946	
Q12965			6519502.30022376	
Q12974			3080206.72992476	
Q12974,Q93096			16054580.21875	
Q12996			16305310.9354926	
Q13011			55800703.1666667	
Q13015			5515732.875	
Q13033			1724525.00760706	
Q13033,Q9NRL3			4114429.96782016	
Q13042			1601539.54389131	
Q13043,Q13188			1776451.04170155	
Q13045			15241856.6960316	
Q13057			15000858.3144682	
Q13085			28299462.3968358	
Q13098			28289960.3972621	
Q13107			2472436.61904898	
Q13107,Q9Y4E8			4093708.657795	
Q13112			6744604	
Q13123			14175812.4718585	
Q13126			66460546.1666667	
Q13131			3771354.82795898	
Q13136			1862458.72300356	
Q13144			10617407.9690248	
Q13148			88092423	
Q13151			50127038.9583333	
Q13153,Q13177			1618555.80534114	
Q13155			83378347.375	
Q13158			6089799.01338128	
Q13162			71346234.25	
Q13177			21113611.7847354	
Q13185			141419445.083333	
Q13190			8616513.16166533	
Q13200			101284537.5	
Q13217			8882558.16666667	
Q13228			36147704.1666667	
Q13242			7148337	
Q13243			14741565.9375	
Q13247			21326673.1617751	
Q13257			3948941.0625	
Q13263			116254081.75	
Q13283			151367062.901548	
Q13283,Q9UN86			41433743.7916667	
Q13308			6804671.49987087	
Q13310			55216158.75	
Q13310,Q5JQF8			15783552	
Q13330			3661001.0155221	
Q13330,Q9BTC8			2841912.70833333	
Q13347			71253181.5416667	
Q13362			5506699.03106521	
Q13362,Q14738			18978615.8093364	
Q13363			1592931.46651894	
Q13404			40936285.125	
Q13404,Q15819			30111880.6666667	
Q13405			15326309.000929	
Q13409			33167452.9157155	
Q13416			7559364.41143019	
Q13418			39710188.4547671	
Q13423			50613898.1666667	
Q13426			4348401.66550004	
Q13428			42110589.625	
Q13435			50585108.625	
Q13442			38928758.6923863	
Q13443			10457288.7229034	
Q13445			2881508.31562648	
Q13451			6933209.12554111	
Q13459			1649501.11618712	
Q13464			2948978.03717866	
Q13492			13362669.6356341	
Q13501			20831982.6839141	
Q13505			13060857.119604	
Q13509			39292130.418427	
Q13509,Q9BUF5			35461153.2265028	
Q13510			18316758.25	
Q13523			21866998.6770833	
Q13526			13024376.0507851	
Q13541			13189214.8125	
Q13547			24297096.3958333	
Q13547,Q92769			46707480.6666667	
Q13554,Q13555,Q13557,Q9UQM7			2588073.8125	
Q13554,Q13557,Q9UQM7			0	
Q13555			3358596.0022213	
Q13557			9734965.30355537	
Q13561			42744688	
Q13564			27393494.1945917	
Q13573			28265515.6614203	
Q13576			3900967.85372139	
Q13595			8132362.49074859	
Q13596			18240390.737878	
Q13601			3755597.92120335	
Q13610			18310781.4598952	
Q13614			4019333.76163532	
Q13616			12268536.7408201	
Q13617			18781863.9027253	
Q13618			10074191.1555106	
Q13619			37256318.9838881	
Q13619,Q13620			23470568.4166667	
Q13620			22554566.1838387	
Q13630			14443027.5336802	
Q13636			13296272.1619126	
Q13637			15845980.1878334	
Q13642			6430229.64583333	
Q13685			11593505.46875	
Q13724			981382.532670308	
Q13740			58055590.616726	
Q13769			9213836.67810564	
Q13813			94991587.4166667	
Q13823			2902015.14659103	
Q13838			132500342.603487	
Q13867			23377703.0964961	
Q13868			17522316.6912946	
Q13885			2356776.375	
Q13885,Q9BUF5,Q9BVA1			7868042.4375	
Q13888,Q6P1K8			2005626.29390137	
Q13895			8099542.74663721	
Q13907			55021891.5545541	
Q13907,Q9BXS1			6185956.375	
Q13951			5345736.61151127	
Q13952			2133745.29166667	
Q14004			342530.991076194	
Q14008			17945406.1203181	
Q14011			17847422.0287367	
Q14019			81777477.25	
Q14061			27794363.735241	
Q14103			260594203.166667	
Q14108			19692472.3217549	
Q14116			3705913.35155662	
Q14118			7804768.65205794	
Q14119			1605503	
Q14126			11486351.1602095	
Q14137			13269694.676997	
Q14141			6338475.76041667	
Q14141,Q16181,Q6ZU15,Q92599,Q9NVA2			26213826.5	
Q14141,Q9NVA2			20206347.1891767	
Q14151			67827211.2507112	
Q14151,Q15424			39534505.1666667	
Q14152			80437146.875	
Q14155			9099150.10514319	
Q14157			31291818.5833333	
Q14160			11799563.6654813	
Q14165			8989651.46005615	
Q14166			52021687.25	
Q14181			9521002.02309615	
Q14185			0	
Q14185,Q9H7D0			1602580.21267645	
Q14192			34141882.0208333	
Q14194,Q14195			1508803.12497063	
Q14194,Q14195,Q16555			11872184.0625	
Q14194,Q16555			19429812	
Q14195			31471748.59375	
Q14203			17427283.7751625	
Q14204			64104278.2239073	
Q14232			25494228.03125	
Q14240			13143938.6412022	
Q14241			5485065.6875	
Q14244			13428659.5200722	
Q14247			52507574.5	
Q14249			3522648.421875	
Q14254			17837103.6436869	
Q14257			22611729.1819306	
Q14258			15773687.8198685	
Q14315			3309268.4276563	
Q14318			29108852.9594279	
Q14320			18463292.5550612	
Q14320,Q9Y247			7304098.6875	
Q14331			13524703.0952298	
Q14344			1834217.00703091	
Q14353			4224472.28259636	
Q14376			23981645.2749948	
Q14432			10994809.0943426	
Q14444			67950828.9166667	
Q14498			46230611.6458333	
Q14498,Q86U06			4516253.95833333	
Q14527			7898319.57122516	
Q14558			26023362.2827631	
Q14562			4112798.95514587	
Q14566			54134887.625	
Q14571,Q14573,Q14643			1147503.569415	
Q14573			8086643.06414869	
Q14643			8602036.52556724	
Q14669			11353200.302074	
Q14671			10058144.2628454	
Q14671,Q8TB72			5349830.91963037	
Q14676			3419677.73413504	
Q14677			28185147.125	
Q14680			1867528.3460436	
Q14683			31197495.2083333	
Q14684			11678158.3984154	
Q14690			12984666.7323334	
Q14691			2192018.40325144	
Q14692			15781247.375	
Q14694			17823184.7487797	
Q14696			15762019.5825178	
Q14697			201789741.5	
Q14738			21840794.4742312	
Q14739			3119479.60416667	
Q14764			22009883.9504529	
Q14765			9020496.08333333	
Q14789			6737919.6122252	
Q14790			4334043.93637083	
Q14839			23435788.5208333	
Q14839,Q8TDI0			8931579.25	
Q14847			79328296.9554032	
Q14914			31349597.1145833	
Q14919			6777527.00750631	
Q14966			3551697.10193626	
Q14974			404362814.5	
Q14978			73018108.25	
Q14980			50915229.4583333	
Q14997			4746460.06580464	
Q14C86			16675114.6595943	
Q14CX7			10804515.2393834	
Q15003			27508026.3333333	
Q15004			4056806.68938558	
Q15005			7863363.93708593	
Q15006			7523889.81304258	
Q15007			5819276.25	
Q15008			57575895.9427739	
Q15014,Q9UBU8			5205033.125	
Q15018			1760740.00886185	
Q15019			62286853.5225868	
Q15020			18654569.9281007	
Q15021			33926574.375	
Q15022			1967539.8125	
Q15024			20084648.4791667	
Q15029			78760000.6875	
Q15031			104443640.97647	
Q15036			2005321.47059094	
Q15042			11597861.946276	
Q15043			1413086.25	
Q15046			61278223.8125	
Q15050			14909595.7397992	
Q15054			5621146.35880052	
Q15056			96642772.7916667	
Q15058			1459816.03665409	
Q15059			4056848.99638906	
Q15061			12038715.4576006	
Q15067			7950631.01040856	
Q15070			12516938.1666667	
Q15075			3727025.4105486	
Q15084			133500857.253873	
Q15102			28983399.5	
Q15113			12294407.1481795	
Q15118			1214063.81267236	
Q15125			21685645.0833333	
Q15126			40029187.8681037	
Q15149			189482157.333333	
Q15165			26220056.0197147	
Q15181			72509246.2916667	
Q15181,Q9H2U2			13126736.2083333	
Q15185			152789257.625	
Q15233			218109452	
Q15257			20912300.0138824	
Q15269			9844988.11749199	
Q15274			14028875.6458333	
Q15276			2445950.15625	
Q15286			14641346.8800614	
Q15287			21006957.8138654	
Q15291			1887228.464457	
Q15293			70193259.9166667	
Q15334			1658411.82556015	
Q15363			12632395.2412991	
Q15365			249551907.5	
Q15365,Q15366			93744091.5	
Q15366			97222288.6666667	
Q15369			96816915.125	
Q15370			30776057.6666667	
Q15382			24951925.7706169	
Q15386			3178801.21927672	
Q15388			6468372.71796496	
Q15392			21368870.9583333	
Q15393			66751006.9740514	
Q15397			20146489.8382951	
Q15398			3834903.35949618	
Q15404			20604680.3541667	
Q15417			20864639.6993744	
Q15418			4655692.58895728	
Q15424			23526691.5416667	
Q15427			38125695.2247016	
Q15428			19249849.0625	
Q15435			15463402.8874226	
Q15436			47282797.4909141	
Q15436,Q15437			12149719.9711038	
Q15437			11893509.5715707	
Q15459			37044369.8263769	
Q15477			4579884.23916345	
Q15527			2171689.72022848	
Q15532			3607382.7289756	
Q15555			12068363.4166667	
Q15599			5528944.578125	
Q15631			10193228.0445025	
Q15637			49994514.2083333	
Q15645			67247135.5153174	
Q15650			3045662.03344941	
Q15651			7624516.75	
Q15654			13872218.5398551	
Q15691			70430105.689931	
Q15691,Q9UPY8			20053762.1875	
Q15714			14849045.75	
Q15717			78792813.4166667	
Q15738			20873084.1666667	
Q15750			3859776.16469129	
Q15758			50126380.3547987	
Q15773			2846801.625	
Q15785			24108048.8125	
Q15796			9702559.70838388	
Q15797,Q99717			973714.983086617	
Q15811			0	
Q15811,Q9NZM3			1462769.24640948	
Q15813			10387600.1272255	
Q15819			26520740.0416667	
Q15836			3281973.88192533	
Q15843			41291478.4865989	
Q15904			1509622.8269142	
Q15942			32919979.03125	
Q16134			2948013.43656374	
Q16181			70269613.0833333	
Q16186			24449149.5505846	
Q16204			15457132.1908302	
Q16222			30657654.875	
Q16270			10790428.8352548	
Q16401			58712233.25	
Q16512			3387557.18595428	
Q16513			9230417.73774838	
Q16527			51986598.6666667	
Q16531			63342577.75	
Q16537			8730869.95976215	
Q16539			8737065.27083333	
Q16540			3565952.05394301	
Q16543			66299272.3333333	
Q16555			44797231.9879108	
Q16576			67768913.6041667	
Q16594,Q9HBM6			2108024.05023131	
Q16595			1218692.01599102	
Q16626			3289584.50585663	
Q16629			95963098.6666667	
Q16630			40609456.25	
Q16637			13499539.278905	
Q16643			56681188.8333333	
Q16658			196233095	
Q16666			9640007.10114942	
Q16666,Q6K0P9			1529160.64583333	
Q16695			66775596	
Q16698			13593056.794949	
Q16718			11912794.0305919	
Q16719			49411664.25	
Q16740			3033507.08034139	
Q16763			7105088.2429565	
Q16773			10083412.9479167	
Q16774			13173032.4772339	
Q16775			9115600.37242828	
Q16777,Q6FI13			20564840.4583333	
Q16795			9227301.74470686	
Q16836			72429460.25	
Q16850			16006652.3697508	
Q16851			21534616.8835665	
Q16864			5888762.12976321	
Q16880			3894410.875	
Q16881			84647933	
Q16890			16111531.2673609	
Q16891			45788369.625	
Q17RY6			2521481.01041667	
Q1KMD3			74457647.4166667	
Q27J81			12374511.5422936	
Q29RF7			27234131.6362005	
Q29RF7,Q9NTI5			20367152.6075906	
Q2NL82			22869052.637918	
Q2PZI1			5643524.89759925	
Q2TAL8			11514201.5898809	
Q2TAY7			24606026.3451098	
Q32MZ4			20815319.9340491	
Q32MZ4,Q9Y608			11580808.5	
Q32P28			19054001.2521313	
Q32P41			2940516.90243281	
Q3KQU3			2441662.57382801	
Q3L8U1,Q9HCK8,Q9P2D1			1317597.68266742	
Q3LXA3			12424884.9298248	
Q3MHD2			6561044.90037346	
Q3ZCQ8			25470225.125	
Q49A26			13165114.1443314	
Q4G0J3			7167657.94042076	
Q4G0N4			10486504.8020833	
Q4J6C6			9296713.94475656	
Q4V328			2038186.74242421	
Q4VC31			14632469.1150004	
Q4VC44,Q96CP2			8360076.01766999	
Q52LJ0			17697365.154759	
Q53EL6			43789856.3819999	
Q53F19			6411646.5	
Q53FT3			9728373.55813023	
Q53GQ0			23191009.3259153	
Q53GS9			25167854.8145307	
Q53H12			7164996.91666667	
Q53H82			2223880.95466757	
Q53HC9			2464703.05506176	
Q562R1			0	
Q567U6			1332813.20802684	
Q56VL3			12729969.75	
